Date,StockPrice
05-01-1998,49.2835
06-01-1998,44.91363636
07-01-1998,45.70818182
08-01-1998,36.89714286
09-01-1998,34.37285714
10-01-1998,34.07454545
11-01-1998,41.8535
12-01-1998,33.27318182
01-01-1999,34.53052632
02-01-1999,35.78368421
03-01-1999,34.77347826
04-01-1999,37.72428571
05-01-1999,43.385
06-01-1999,42.96863636
07-01-1999,45.20714286
08-01-1999,45.69409091
09-01-1999,43.88190476
10-01-1999,43.29952381
11-01-1999,42.3947619
12-01-1999,39.57363636
01-01-2000,44.0765
02-01-2000,39.723
03-01-2000,35.66565217
04-01-2000,37.15210526
05-01-2000,37.96454545
06-01-2000,39.49636364
07-01-2000,45.1925
08-01-2000,49.39
09-01-2000,59.295
10-01-2000,60.64318182
11-01-2000,65.8947619
12-01-2000,66.583
01-01-2001,59.1
02-01-2001,59.56842105
03-01-2001,58.12227273
04-01-2001,58.9215
05-01-2001,65.42727273
06-01-2001,62.42666667
07-01-2001,55.86238095
08-01-2001,54.98
09-01-2001,38.17866667
10-01-2001,34.9726087
11-01-2001,34.67952381
12-01-2001,37.25
01-01-2002,39.6852381
02-01-2002,43.17052632
03-01-2002,48.022
04-01-2002,46.44545455
05-01-2002,44.37409091
06-01-2002,42.9075
07-01-2002,42.00545455
08-01-2002,38.55318182
09-01-2002,36.197
10-01-2002,31.31826087
11-01-2002,32.194
12-01-2002,32.6647619
01-01-2003,32.82857143
02-01-2003,29.73842105
03-01-2003,26.61095238
04-01-2003,27.00809524
05-01-2003,29.03238095
06-01-2003,34.39809524
07-01-2003,33.52136364
08-01-2003,33.57904762
09-01-2003,35.85333333
10-01-2003,36.58391304
11-01-2003,38.84473684
12-01-2003,39.98227273
01-01-2004,42.6375
02-01-2004,43.74631579
03-01-2004,40.69913043
04-01-2004,42.14904762
05-01-2004,43.586
06-01-2004,48.84904762
07-01-2004,49.13142857
08-01-2004,50.54181818
09-01-2004,53.36380952
10-01-2004,50.39809524
11-01-2004,52.95380952
12-01-2004,53.34363636
01-01-2005,50.6745
02-01-2005,53.22473684
03-01-2005,57.20772727
04-01-2005,58.56142857
05-01-2005,61.01380952
06-01-2005,63.78818182
07-01-2005,65.406
08-01-2005,66.7273913
09-01-2005,64.88
10-01-2005,66.88952381
11-01-2005,66.81904762
12-01-2005,70.47333333
01-01-2006,68.878
02-01-2006,72.30263158
03-01-2006,76.00217391
04-01-2006,82.43315789
05-01-2006,85.45909091
06-01-2006,82.85545455
07-01-2006,80.2965
08-01-2006,77.12608696
09-01-2006,75.903
10-01-2006,82.00954545
11-01-2006,86.00714286
12-01-2006,89.869
01-01-2007,87.8615
02-01-2007,90.05473684
03-01-2007,89.49954545
04-01-2007,91.8345
05-01-2007,95.41272727
06-01-2007,97.57666667
07-01-2007,101.8485714
08-01-2007,99.26
09-01-2007,99.31684211
10-01-2007,98.90652174
11-01-2007,93.34857143
12-01-2007,89.671
01-01-2008,80.81666667
02-01-2008,83.077
03-01-2008,76.258
04-01-2008,78.725
05-01-2008,84.42142857
06-01-2008,74.69952381
07-01-2008,65.03681818
08-01-2008,64.33380952
09-01-2008,60.94380952
10-01-2008,47.59869565
11-01-2008,43.69473684
12-01-2008,40.47363636
01-01-2009,42.991
02-01-2009,38.95315789
03-01-2009,33.24045455
04-01-2009,37.53190476
05-01-2009,43.5635
06-01-2009,47.96863636
07-01-2009,41.48272727
08-01-2009,45.99428571
09-01-2009,51.36285714
10-01-2009,51.15909091
11-01-2009,50.6965
12-01-2009,55.02863636
