Date,StockPrice
10-01-1991,69.49826087
11-01-1991,67.98
12-01-1991,68.03952381
01-01-1992,76.94136364
02-01-1992,78.00421053
03-01-1992,77.765
04-01-1992,76.09952381
05-01-1992,77.2465
06-01-1992,76.61181818
07-01-1992,76.86090909
08-01-1992,75.32
09-01-1992,76.61047619
10-01-1992,76.10590909
11-01-1992,79.203
12-01-1992,84.45818182
01-01-1993,84.985
02-01-1993,84.87315789
03-01-1993,87.4426087
04-01-1993,92.16380952
05-01-1993,92.5115
06-01-1993,94.35545455
07-01-1993,97.61666667
08-01-1993,98.45363636
09-01-1993,96.86142857
10-01-1993,96.68238095
11-01-1993,96.2352381
12-01-1993,102.8495455
01-01-1994,106.242381
02-01-1994,107.5642105
03-01-1994,104.1113043
04-01-1994,97.26789474
05-01-1994,70.63047619
06-01-1994,47.89409091
07-01-1994,48.034
08-01-1994,48.99173913
09-01-1994,49.66285714
10-01-1994,48.54380952
11-01-1994,48.13333333
12-01-1994,48.5747619
01-01-1995,51.06190476
02-01-1995,52.99
03-01-1995,54.12173913
04-01-1995,54.98947368
05-01-1995,57.26318182
06-01-1995,57.15545455
07-01-1995,58.841
08-01-1995,58.20304348
09-01-1995,61.2835
10-01-1995,63.22772727
11-01-1995,65.29666667
12-01-1995,70.892
01-01-1996,72.83954545
02-01-1996,78.1795
03-01-1996,77.06952381
04-01-1996,78.40904762
05-01-1996,79.97590909
06-01-1996,85.785
07-01-1996,83.15090909
08-01-1996,85.03181818
09-01-1996,87.2105
10-01-1996,94.35608696
11-01-1996,101.6545
12-01-1996,99.9147619
01-01-1997,102.4804545
02-01-1997,105.5173684
03-01-1997,103.6415
04-01-1997,102.9018182
05-01-1997,78.68047619
06-01-1997,64.42142857
07-01-1997,70.73727273
08-01-1997,66.37047619
09-01-1997,67.62952381
10-01-1997,68.54173913
11-01-1997,69.56473684
12-01-1997,73.55272727
01-01-1998,74.528
02-01-1998,77.51157895
03-01-1998,79.76272727
04-01-1998,85.84380952
05-01-1998,84.0585
06-01-1998,85.91681818
07-01-1998,92.82863636
08-01-1998,88.5952381
09-01-1998,80.26095238
10-01-1998,79.99318182
11-01-1998,90.1985
12-01-1998,93.94954545
01-01-1999,100.58
02-01-1999,100.2957895
03-01-1999,106.7904348
04-01-1999,112.2238095
05-01-1999,106.5215
06-01-1999,104.5077273
07-01-1999,115.362381
08-01-1999,110.6736364
09-01-1999,117.9842857
10-01-1999,122.1952381
11-01-1999,135.2428571
12-01-1999,147.885
01-01-2000,146.463
02-01-2000,133.807
03-01-2000,141.7026087
04-01-2000,156.8436842
05-01-2000,75.75363636
06-01-2000,50.72181818
07-01-2000,52.673
08-01-2000,55.92304348
09-01-2000,58.2015
10-01-2000,55.74636364
11-01-2000,52.04238095
12-01-2000,51.045
01-01-2001,46.37047619
02-01-2001,47.05789474
03-01-2001,42.32590909
04-01-2001,44.876
05-01-2001,50.26136364
06-01-2001,49.02142857
07-01-2001,46.24619048
08-01-2001,41.73913043
09-01-2001,36.29666667
10-01-2001,37.64434783
11-01-2001,39.99857143
12-01-2001,38.9265
01-01-2002,38.75190476
02-01-2002,37.46789474
03-01-2002,39.5825
04-01-2002,34.595
05-01-2002,31.80909091
06-01-2002,29.767
07-01-2002,27.98954545
08-01-2002,31.41727273
09-01-2002,27.533
10-01-2002,25.30695652
11-01-2002,25.388
12-01-2002,25.84666667
01-01-2003,24.64761905
02-01-2003,23.06578947
03-01-2003,25.17238095
04-01-2003,28.06
05-01-2003,28.43714286
06-01-2003,30.02619048
07-01-2003,28.18272727
08-01-2003,28.91571429
09-01-2003,31.0652381
10-01-2003,29.40695652
11-01-2003,28.59421053
12-01-2003,30.18045455
01-01-2004,32.674
02-01-2004,33.10578947
03-01-2004,31.03391304
04-01-2004,30.92714286
05-01-2004,30.382
06-01-2004,31.96
07-01-2004,32.67190476
08-01-2004,32.375
09-01-2004,33.52238095
10-01-2004,33.70571429
11-01-2004,35.49238095
12-01-2004,36.44545455
01-01-2005,35.799
02-01-2005,35.94368421
03-01-2005,35.78636364
04-01-2005,35.8647619
05-01-2005,36.38428571
06-01-2005,36.14363636
07-01-2005,34.9785
08-01-2005,33.94086957
09-01-2005,33.79047619
10-01-2005,33.83190476
11-01-2005,34.83047619
12-01-2005,35.59238095
01-01-2006,34.445
02-01-2006,33.09684211
03-01-2006,33.74565217
04-01-2006,34.16736842
05-01-2006,34.45272727
06-01-2006,33.825
07-01-2006,32.851
08-01-2006,33.29
09-01-2006,34.566
10-01-2006,35.68090909
11-01-2006,35.46619048
12-01-2006,36.4925
01-01-2007,37.206
02-01-2007,35.84789474
03-01-2007,34.90818182
04-01-2007,35.3315
05-01-2007,37.16272727
06-01-2007,37.89952381
07-01-2007,39.39809524
08-01-2007,38.5673913
09-01-2007,40.21736842
10-01-2007,41.03391304
11-01-2007,38.76809524
12-01-2007,37.1505
01-01-2008,35.18380952
02-01-2008,34.3755
03-01-2008,34.8015
04-01-2008,34.34954545
05-01-2008,32.0747619
06-01-2008,29.0052381
07-01-2008,27.88454545
08-01-2008,28.9247619
09-01-2008,26.36047619
10-01-2008,20.36130435
11-01-2008,17.07473684
12-01-2008,16.88454545
01-01-2009,14.472
02-01-2009,10.79
03-01-2009,9.293636364
04-01-2009,11.55666667
05-01-2009,13.4735
06-01-2009,12.83272727
07-01-2009,11.76181818
08-01-2009,14.02333333
09-01-2009,15.59190476
10-01-2009,15.79772727
11-01-2009,15.508
12-01-2009,15.75454545
